Step,id,x,y,Vel,Yaw
3266,5,3113.61,75,8.00049,90
3266,6,2983.71,-9.42502e-06,8.0005,90
3266,7,3113.72,0,8,90
3267,1,3244.51,-0.00243299,8.00037,90.0006
3267,2,3114.51,-225.167,8.0005,90
3267,3,3114.51,225.166,8.00049,90
3267,4,3114.43,-75.0004,8.0005,89.9993
3267,5,3114.41,75,8.00049,90
3267,6,2984.51,-9.53155e-06,8.0005,90
3267,7,3114.52,0,8,90
3268,1,3245.31,-0.0024413,8.00037,90.0006
3268,2,3115.31,-225.167,8.0005,90
3268,3,3115.31,225.166,8.00049,90
3268,4,3115.23,-75.0004,8.0005,89.9993
3268,5,3115.21,75,8.00049,90
3268,6,2985.31,-9.63808e-06,8.0005,90
3268,7,3115.32,0,8,90
3269,1,3246.11,-0.00244961,8.00037,90.0006
3269,2,3116.11,-225.167,8.0005,90
3269,3,3116.11,225.166,8.00049,90
3269,4,3116.03,-75.0004,8.0005,89.9993
3269,5,3116.01,75,8.00049,90
3269,6,2986.11,-9.74462e-06,8.0005,90
3269,7,3116.12,0,8,90
3270,1,3246.91,-0.00245792,8.00037,90.0006
3270,2,3116.91,-225.167,8.0005,90
3270,3,3116.91,225.166,8.00049,90
3270,4,3116.83,-75.0004,8.0005,89.9993
3270,5,3116.81,75,8.00049,90
3270,6,2986.91,-9.85115e-06,8.0005,90
3270,7,3116.92,0,8,90
3271,1,3247.71,-0.00246612,8.00037,90.0006
3271,2,3117.71,-225.167,8.0005,90
3271,3,3117.71,225.166,8.00049,90
3271,4,3117.63,-75.0004,8.0005,89.9993
3271,5,3117.61,75,8.00049,90
3271,6,2987.71,-9.95768e-06,8.0005,90
3271,7,3117.72,0,8,90
3272,1,3248.51,-0.00247422,8.00037,90.0006
3272,2,3118.51,-225.167,8.0005,90
3272,3,3118.51,225.166,8.00049,90
3272,4,3118.43,-75.0004,8.0005,89.9993
3272,5,3118.41,75,8.00049,90
3272,6,2988.51,-1.00642e-05,8.0005,90
3272,7,3118.52,0,8,90
3273,1,3249.31,-0.00248221,8.00037,90.0006
3273,2,3119.31,-225.167,8.0005,90
3273,3,3119.31,225.166,8.00049,90
3273,4,3119.23,-75.0004,8.0005,89.9993
3273,5,3119.21,75,8.00049,90
3273,6,2989.31,-1.01707e-05,8.0005,90
3273,7,3119.32,0,8,90
3274,1,3250.11,-0.00249009,8.00037,90.0006
3274,2,3120.11,-225.167,8.0005,90
3274,3,3120.11,225.166,8.00049,90
3274,4,3120.03,-75.0004,8.0005,89.9993
3274,5,3120.01,75,8.00049,90
3274,6,2990.11,-1.02773e-05,8.0005,90
3274,7,3120.12,0,8,90
3275,1,3250.91,-0.00249787,8.00037,90.0006
3275,2,3120.91,-225.167,8.0005,90
3275,3,3120.91,225.166,8.00049,90
3275,4,3120.83,-75.0004,8.0005,89.9993
3275,5,3120.81,75,8.00049,90
3275,6,2990.91,-1.03838e-05,8.0005,90
3275,7,3120.92,0,8,90
3276,1,3251.71,-0.00250554,8.00039,90.0005
3276,2,3121.71,-225.167,8.0005,90
3276,3,3121.71,225.166,8.00049,90
3276,4,3121.63,-75.0003,8.0005,89.9993
3276,5,3121.61,75,8.00049,90
3276,6,2991.71,-1.04903e-05,8.0005,90
3276,7,3121.72,0,8,90
3277,1,3252.51,-0.0025131,8.00039,90.0005
3277,2,3122.51,-225.167,8.0005,90
3277,3,3122.51,225.166,8.00049,90
3277,4,3122.43,-75.0003,8.0005,89.9993
3277,5,3122.41,75,8.00049,90
3277,6,2992.51,-1.05969e-05,8.0005,90
3277,7,3122.52,0,8,90
3278,1,3253.31,-0.00252056,8.00039,90.0005
3278,2,3123.31,-225.167,8.0005,90
3278,3,3123.31,225.166,8.00049,90
3278,4,3123.23,-75.0003,8.0005,89.9993
3278,5,3123.21,75,8.00049,90
3278,6,2993.31,-1.07034e-05,8.0005,90
3278,7,3123.32,0,8,90
3279,1,3254.11,-0.00252791,8.00039,90.0005
3279,2,3124.11,-225.167,8.0005,90
3279,3,3124.11,225.166,8.00049,90
3279,4,3124.03,-75.0003,8.0005,89.9993
3279,5,3124.01,75,8.00049,90
3279,6,2994.11,-1.08099e-05,8.0005,90
3279,7,3124.12,0,8,90
3280,1,3254.91,-0.00253515,8.00039,90.0005
3280,2,3124.91,-225.167,8.0005,90
3280,3,3124.91,225.166,8.00049,90
3280,4,3124.83,-75.0003,8.0005,89.9993
3280,5,3124.81,75,8.00049,90
3280,6,2994.91,-1.09165e-05,8.0005,90
3280,7,3124.92,0,8,90
3281,1,3255.71,-0.00254229,8.00039,90.0005
3281,2,3125.71,-225.167,8.0005,90
3281,3,3125.71,225.166,8.00049,90
3281,4,3125.63,-75.0003,8.0005,89.9993
3281,5,3125.61,75,8.00049,90
3281,6,2995.71,-1.1023e-05,8.0005,90
3281,7,3125.72,0,8,90
3282,1,3256.51,-0.00254932,8.00039,90.0005
3282,2,3126.51,-225.167,8.0005,90
3282,3,3126.51,225.166,8.00049,90
3282,4,3126.43,-75.0003,8.0005,89.9994
3282,5,3126.41,75,8.00049,90
3282,6,2996.51,-1.11295e-05,8.0005,90
3282,7,3126.52,0,8,90
3283,1,3257.31,-0.00255625,8.00039,90.0005
3283,2,3127.31,-225.167,8.0005,90
3283,3,3127.31,225.166,8.00049,90
3283,4,3127.23,-75.0003,8.0005,89.9994
3283,5,3127.21,75,8.00049,90
3283,6,2997.31,-1.12361e-05,8.0005,90
3283,7,3127.32,0,8,90
3284,1,3258.11,-0.00256307,8.00039,90.0005
3284,2,3128.11,-225.167,8.0005,90
3284,3,3128.11,225.166,8.00049,90
3284,4,3128.03,-75.0003,8.0005,89.9994
3284,5,3128.01,75,8.00049,90
3284,6,2998.11,-1.13426e-05,8.0005,90
3284,7,3128.12,0,8,90
3285,1,3258.91,-0.00256978,8.00039,90.0005
3285,2,3128.91,-225.167,8.0005,90
3285,3,3128.91,225.166,8.00049,90
3285,4,3128.83,-75.0003,8.0005,89.9994
3285,5,3128.81,75,8.00049,90
3285,6,2998.91,-1.14491e-05,8.0005,90
3285,7,3128.92,0,8,90
3286,1,3259.71,-0.00257638,8.00039,90.0005
3286,2,3129.71,-225.167,8.0005,90
3286,3,3129.71,225.166,8.00049,90
3286,4,3129.63,-75.0003,8.0005,89.9994
3286,5,3129.61,75,8.00049,90
3286,6,2999.71,-1.15557e-05,8.0005,90
3286,7,3129.72,0,8,90
3287,1,3260.51,-0.00258288,8.00039,90.0005
3287,2,3130.51,-225.167,8.0005,90
3287,3,3130.51,225.166,8.00049,90
3287,4,3130.43,-75.0002,8.0005,89.9994
3287,5,3130.41,75,8.00049,90
3287,6,3000.51,-1.16622e-05,8.0005,90
3287,7,3130.52,0,8,90
3288,1,3261.31,-0.00258917,8.00039,90.0005
3288,2,3131.31,-225.167,8.0005,90
3288,3,3131.31,225.166,8.00049,90
3288,4,3131.23,-75.0002,8.0005,89.9994
3288,5,3131.21,75,8.00049,90
3288,6,3001.31,-1.17687e-05,8.0005,90
3288,7,3131.32,0,8,90
3289,1,3262.11,-0.00259535,8.00039,90.0004
3289,2,3132.11,-225.167,8.0005,90
3289,3,3132.11,225.166,8.00049,90
3289,4,3132.03,-75.0002,8.0005,89.9994
3289,5,3132.01,75,8.00049,90
3289,6,3002.11,-1.18753e-05,8.0005,90
3289,7,3132.12,0,8,90
3290,1,3262.91,-0.00260131,8.00039,90.0004
3290,2,3132.91,-225.167,8.0005,90
3290,3,3132.91,225.166,8.00049,90
3290,4,3132.83,-75.0002,8.0005,89.9994
3290,5,3132.81,75,8.00049,90
3290,6,3002.91,-1.19818e-05,8.0005,90
3290,7,3132.92,0,8,90
3291,1,3263.71,-0.00260706,8.00039,90.0004
3291,2,3133.71,-225.167,8.0005,90
3291,3,3133.71,225.166,8.00049,90
3291,4,3133.63,-75.0002,8.0005,89.9994
3291,5,3133.61,75,8.00049,90
3291,6,3003.71,-1.20883e-05,8.0005,90
3291,7,3133.72,0,8,90
3292,1,3264.51,-0.0026126,8.00039,90.0004
3292,2,3134.51,-225.167,8.0005,90
3292,3,3134.51,225.166,8.00049,90
3292,4,3134.43,-75.0002,8.0005,89.9994
3292,5,3134.41,75,8.00049,90
3292,6,3004.51,-1.21949e-05,8.0005,90
3292,7,3134.52,0,8,90
3293,1,3265.31,-0.00261793,8.00039,90.0004
3293,2,3135.31,-225.167,8.0005,90
3293,3,3135.31,225.166,8.00049,90
3293,4,3135.23,-75.0002,8.0005,89.9994
3293,5,3135.21,75,8.00049,90
3293,6,3005.31,-1.23014e-05,8.0005,90
3293,7,3135.32,0,8,90
3294,1,3266.11,-0.00262304,8.0004,90.0004
3294,2,3136.11,-225.167,8.0005,90
3294,3,3136.11,225.166,8.00049,90
3294,4,3136.03,-75.0002,8.0005,89.9994
3294,5,3136.01,75,8.00049,90
3294,6,3006.11,-1.24079e-05,8.0005,90
3294,7,3136.12,0,8,90
3295,1,3266.91,-0.00262794,8.0004,90.0004
3295,2,3136.91,-225.167,8.0005,90
3295,3,3136.91,225.166,8.00049,90
3295,4,3136.83,-75.0002,8.0005,89.9995
3295,5,3136.81,75,8.00049,90
3295,6,3006.91,-1.25145e-05,8.0005,90
3295,7,3136.92,0,8,90
3296,1,3267.71,-0.00263263,8.0004,90.0003
3296,2,3137.71,-225.167,8.0005,90
3296,3,3137.71,225.166,8.00049,90
3296,4,3137.63,-75.0002,8.0005,89.9995
3296,5,3137.61,75,8.00049,90
3296,6,3007.71,-1.2621e-05,8.0005,90
3296,7,3137.72,0,8,90
3297,1,3268.51,-0.00263711,8.0004,90.0003
3297,2,3138.51,-225.167,8.0005,90
3297,3,3138.51,225.166,8.00049,90
3297,4,3138.43,-75.0002,8.0005,89.9995
3297,5,3138.41,75,8.00049,90
3297,6,3008.51,-1.27275e-05,8.0005,90
3297,7,3138.52,0,8,90
3298,1,3269.31,-0.00264137,8.0004,90.0003
3298,2,3139.31,-225.167,8.0005,90
3298,3,3139.31,225.166,8.00049,90
3298,4,3139.23,-75.0002,8.0005,89.9995
3298,5,3139.21,75,8.00049,90
3298,6,3009.31,-1.28341e-05,8.0005,90
3298,7,3139.32,0,8,90
3299,1,3270.11,-0.00264541,8.0004,90.0003
3299,2,3140.11,-225.167,8.0005,90
3299,3,3140.11,225.166,8.00049,90
3299,4,3140.03,-75.0002,8.0005,89.9995
3299,5,3140.01,75,8.00049,90
3299,6,3010.11,-1.29406e-05,8.0005,90
3299,7,3140.12,0,8,90
3300,1,3270.91,-0.00264925,8.0004,90.0003
3300,2,3140.91,-225.167,8.0005,90
3300,3,3140.91,225.166,8.00049,90
3300,4,3140.83,-75.0001,8.0005,89.9995
3300,5,3140.81,75,8.00049,90
3300,6,3010.91,-1.30471e-05,8.0005,90
3300,7,3140.92,0,8,90
3301,1,3271.71,-0.00265287,8.0004,90.0003
3301,2,3141.71,-225.167,8.0005,90
3301,3,3141.71,225.166,8.00049,90
3301,4,3141.63,-75.0001,8.0005,89.9995
3301,5,3141.61,75,8.00049,90
3301,6,3011.71,-1.31537e-05,8.0005,90
3301,7,3141.72,0,8,90
3302,1,3272.51,-0.00265628,8.0004,90.0002
3302,2,3142.51,-225.167,8.0005,90
3302,3,3142.51,225.166,8.00049,90
3302,4,3142.43,-75.0001,8.0005,89.9995
3302,5,3142.41,75,8.00049,90
3302,6,3012.51,-1.32602e-05,8.0005,90
3302,7,3142.52,0,8,90
3303,1,3273.31,-0.00265948,8.0004,90.0002
3303,2,3143.31,-225.167,8.0005,90
3303,3,3143.31,225.166,8.00049,90
3303,4,3143.23,-75.0001,8.0005,89.9995
3303,5,3143.21,75,8.00049,90
3303,6,3013.31,-1.33667e-05,8.0005,90
3303,7,3143.32,0,8,90
3304,1,3274.11,-0.00266246,8.0004,90.0002
3304,2,3144.11,-225.167,8.0005,90
3304,3,3144.11,225.166,8.00049,90
3304,4,3144.03,-75.0001,8.0005,89.9995
3304,5,3144.01,75,8.00049,90
3304,6,3014.11,-1.34733e-05,8.0005,90
3304,7,3144.12,0,8,90
3305,1,3274.91,-0.00266523,8.0004,90.0002
3305,2,3144.91,-225.167,8.0005,90
3305,3,3144.91,225.166,8.00049,90
3305,4,3144.83,-75.0001,8.0005,89.9995
3305,5,3144.81,75,8.00049,90
3305,6,3014.91,-1.35798e-05,8.0005,90
3305,7,3144.92,0,8,90
3306,1,3275.71,-0.00266779,8.0004,90.0002
3306,2,3145.71,-225.167,8.0005,90
3306,3,3145.71,225.166,8.00049,90
3306,4,3145.63,-75.0001,8.0005,89.9995
3306,5,3145.61,75,8.00049,90
3306,6,3015.71,-1.36863e-05,8.0005,90
3306,7,3145.72,0,8,90
3307,1,3276.51,-0.00267013,8.0004,90.0002
3307,2,3146.51,-225.167,8.0005,90
3307,3,3146.51,225.166,8.00049,90
3307,4,3146.43,-75.0001,8.0005,89.9995
3307,5,3146.41,75,8.00049,90
3307,6,3016.51,-1.37929e-05,8.0005,90
3307,7,3146.52,0,8,90
3308,1,3277.31,-0.00267226,8.0004,90.0002
3308,2,3147.31,-225.167,8.0005,90
3308,3,3147.31,225.166,8.00049,90
3308,4,3147.23,-75.0001,8.0005,89.9995
3308,5,3147.21,75,8.00049,90
3308,6,3017.31,-1.38994e-05,8.0005,90
3308,7,3147.32,0,8,90
3309,1,3278.11,-0.00267418,8.0004,90.0001
3309,2,3148.11,-225.167,8.0005,90
3309,3,3148.11,225.166,8.00049,90
3309,4,3148.03,-75.0001,8.0005,89.9996
3309,5,3148.01,75,8.00049,90
3309,6,3018.11,-1.40059e-05,8.0005,90
3309,7,3148.12,0,8,90
3310,1,3278.91,-0.00267588,8.0004,90.0001
3310,2,3148.91,-225.167,8.0005,90
3310,3,3148.91,225.166,8.00049,90
3310,4,3148.83,-75.0001,8.0005,89.9996
3310,5,3148.81,75,8.00049,90
3310,6,3018.91,-1.41125e-05,8.0005,90
3310,7,3148.92,0,8,90
3311,1,3279.71,-0.00267737,8.0004,90.0001
3311,2,3149.71,-225.167,8.0005,90
3311,3,3149.71,225.166,8.00049,90
3311,4,3149.63,-75.0001,8.0005,89.9996
3311,5,3149.61,75,8.00049,90
3311,6,3019.71,-1.4219e-05,8.0005,90
3311,7,3149.72,0,8,90
3312,1,3280.51,-0.00267865,8.0004,90.0001
3312,2,3150.51,-225.167,8.0005,90
3312,3,3150.51,225.166,8.00049,90
3312,4,3150.43,-75.0001,8.0005,89.9996
3312,5,3150.41,75,8.00049,90
3312,6,3020.51,-1.43255e-05,8.0005,90
3312,7,3150.52,0,8,90
3313,1,3281.31,-0.00267972,8.0004,90.0001
3313,2,3151.31,-225.167,8.0005,90
3313,3,3151.31,225.166,8.00049,90
3313,4,3151.23,-75.0001,8.0005,89.9996
3313,5,3151.21,75,8.00049,90
3313,6,3021.31,-1.44321e-05,8.0005,90
3313,7,3151.32,0,8,90
3314,1,3282.11,-0.00268057,8.0004,90.0001
3314,2,3152.11,-225.167,8.0005,90
3314,3,3152.11,225.166,8.00049,90
3314,4,3152.03,-75.0001,8.0005,89.9996
3314,5,3152.01,75,8.00049,90
3314,6,3022.11,-1.45386e-05,8.0005,90
3314,7,3152.12,0,8,90
3315,1,3282.91,-0.00268121,8.00042,90
3315,2,3152.91,-225.167,8.0005,90
3315,3,3152.91,225.166,8.00049,90
3315,4,3152.83,-75.0001,8.0005,89.9996
3315,5,3152.81,75,8.00049,90
3315,6,3022.91,-1.46451e-05,8.0005,90
3315,7,3152.92,0,8,90
3316,1,3283.71,-0.00268164,8.00042,90
3316,2,3153.71,-225.167,8.0005,90
3316,3,3153.71,225.166,8.00049,90
3316,4,3153.63,-75,8.0005,89.9996
3316,5,3153.61,75,8.00049,90
3316,6,3023.71,-1.47517e-05,8.0005,90
3316,7,3153.72,0,8,90
3317,1,3284.51,-0.00268185,8.00042,90
3317,2,3154.51,-225.167,8.0005,90
3317,3,3154.51,225.166,8.00049,90
3317,4,3154.43,-75,8.0005,89.9996
3317,5,3154.41,75,8.00049,90
3317,6,3024.51,-1.48582e-05,8.0005,90
3317,7,3154.52,0,8,90
3318,1,3285.31,-0.00268185,8.00042,90
3318,2,3155.31,-225.167,8.0005,90
3318,3,3155.31,225.166,8.00049,90
3318,4,3155.23,-75,8.0005,89.9996
3318,5,3155.21,75,8.00049,90
3318,6,3025.31,-1.49647e-05,8.0005,90
3318,7,3155.32,0,8,90
3319,1,3286.11,-0.00268164,8.00042,90
3319,2,3156.11,-225.167,8.0005,90
3319,3,3156.11,225.166,8.00049,90
3319,4,3156.03,-75,8.0005,89.9996
3319,5,3156.01,75,8.00049,90
3319,6,3026.11,-1.50713e-05,8.0005,90
3319,7,3156.12,0,8,90
3320,1,3286.91,-0.00268121,8.00042,90
3320,2,3156.91,-225.167,8.0005,90
3320,3,3156.91,225.166,8.00049,90
3320,4,3156.83,-75,8.0005,89.9996
3320,5,3156.81,75,8.00049,90
3320,6,3026.91,-1.51778e-05,8.0005,90
3320,7,3156.92,0,8,90
3321,1,3287.71,-0.00268057,8.00042,90
3321,2,3157.71,-225.167,8.0005,90
3321,3,3157.71,225.166,8.00049,90
3321,4,3157.63,-75,8.0005,89.9996
3321,5,3157.61,75,8.00049,90
3321,6,3027.71,-1.52843e-05,8.0005,90
3321,7,3157.72,0,8,90
3322,1,3288.51,-0.00267972,8.00042,89.9999
3322,2,3158.51,-225.167,8.0005,90
3322,3,3158.51,225.166,8.00049,90
3322,4,3158.43,-75,8.0005,89.9997
3322,5,3158.41,75,8.00049,90
3322,6,3028.51,-1.53909e-05,8.0005,90
3322,7,3158.52,0,8,90
3323,1,3289.31,-0.00267865,8.00042,89.9999
3323,2,3159.31,-225.167,8.0005,90
3323,3,3159.31,225.166,8.00049,90
3323,4,3159.23,-75,8.0005,89.9997
3323,5,3159.21,75,8.00049,90
3323,6,3029.31,-1.54974e-05,8.0005,90
3323,7,3159.32,0,8,90
3324,1,3290.11,-0.00267737,8.00042,89.9999
3324,2,3160.11,-225.167,8.0005,90
3324,3,3160.11,225.166,8.00049,90
3324,4,3160.03,-75,8.0005,89.9997
3324,5,3160.01,75,8.00049,90
3324,6,3030.11,-1.56039e-05,8.0005,90
3324,7,3160.12,0,8,90
3325,1,3290.91,-0.00267588,8.00042,89.9999
3325,2,3160.91,-225.167,8.0005,90
3325,3,3160.91,225.166,8.00049,90
3325,4,3160.83,-75,8.0005,89.9997
3325,5,3160.81,75,8.00049,90
3325,6,3030.91,-1.57105e-05,8.0005,90
3325,7,3160.92,0,8,90
3326,1,3291.71,-0.00267418,8.00042,89.9999
3326,2,3161.71,-225.167,8.0005,90
3326,3,3161.71,225.166,8.00049,90
3326,4,3161.63,-75,8.0005,89.9997
3326,5,3161.61,75,8.00049,90
3326,6,3031.71,-1.5817e-05,8.0005,90
3326,7,3161.72,0,8,90
3327,1,3292.51,-0.00267226,8.00042,89.9999
3327,2,3162.51,-225.167,8.0005,90
3327,3,3162.51,225.166,8.00049,90
3327,4,3162.43,-75,8.0005,89.9997
3327,5,3162.41,75,8.00049,90
3327,6,3032.51,-1.59235e-05,8.0005,90
3327,7,3162.52,0,8,90
3328,1,3293.31,-0.00267013,8.00042,89.9998
3328,2,3163.31,-225.167,8.0005,90
3328,3,3163.31,225.166,8.00049,90
3328,4,3163.23,-75,8.0005,89.9997
3328,5,3163.21,75,8.00049,90
3328,6,3033.31,-1.60301e-05,8.0005,90
3328,7,3163.32,0,8,90
3329,1,3294.11,-0.00266779,8.00042,89.9998
3329,2,3164.11,-225.167,8.0005,90
3329,3,3164.11,225.166,8.00049,90
3329,4,3164.03,-75,8.0005,89.9997
3329,5,3164.01,75,8.00049,90
3329,6,3034.11,-1.61366e-05,8.0005,90
3329,7,3164.12,0,8,90
3330,1,3294.91,-0.00266523,8.00042,89.9998
3330,2,3164.91,-225.167,8.0005,90
3330,3,3164.91,225.166,8.00049,90
3330,4,3164.83,-75,8.0005,89.9997
3330,5,3164.81,75,8.00049,90
3330,6,3034.91,-1.62431e-05,8.0005,90
3330,7,3164.92,0,8,90
3331,1,3295.71,-0.00266246,8.00042,89.9998
3331,2,3165.71,-225.167,8.0005,90
3331,3,3165.71,225.166,8.00049,90
3331,4,3165.63,-75,8.0005,89.9997
3331,5,3165.61,75,8.00049,90
3331,6,3035.71,-1.63497e-05,8.0005,90
3331,7,3165.72,0,8,90
3332,1,3296.51,-0.00265948,8.00042,89.9998
3332,2,3166.51,-225.167,8.0005,90
3332,3,3166.51,225.166,8.00049,90
3332,4,3166.43,-75,8.0005,89.9997
3332,5,3166.41,75,8.00049,90
3332,6,3036.51,-1.64562e-05,8.0005,90
3332,7,3166.52,0,8,90
3333,1,3297.31,-0.00265628,8.00042,89.9998
3333,2,3167.31,-225.167,8.0005,90
3333,3,3167.31,225.166,8.00049,90
3333,4,3167.23,-75,8.0005,89.9997
3333,5,3167.21,75,8.00049,90
3333,6,3037.31,-1.65627e-05,8.0005,90
3333,7,3167.32,0,8,90
3334,1,3298.11,-0.00265287,8.00042,89.9998
3334,2,3168.11,-225.167,8.0005,90
3334,3,3168.11,225.166,8.00049,90
3334,4,3168.03,-75,8.0005,89.9997
3334,5,3168.01,75,8.00049,90
3334,6,3038.11,-1.66693e-05,8.0005,90
3334,7,3168.12,0,8,90
3335,1,3298.91,-0.00264925,8.00042,89.9997
3335,2,3168.91,-225.167,8.0005,90
3335,3,3168.91,225.166,8.00049,90
3335,4,3168.83,-75,8.0005,89.9998
3335,5,3168.81,75,8.00049,90
3335,6,3038.91,-1.67758e-05,8.0005,90
3335,7,3168.92,0,8,90
3336,1,3299.71,-0.00264541,8.00042,89.9997
3336,2,3169.71,-225.167,8.0005,90
3336,3,3169.71,225.166,8.00049,90
3336,4,3169.63,-75,8.0005,89.9998
3336,5,3169.61,75,8.00049,90
3336,6,3039.71,-1.68823e-05,8.0005,90
3336,7,3169.72,0,8,90
3337,1,3300.51,-0.00264137,8.00042,89.9997
3337,2,3170.51,-225.167,8.0005,90
3337,3,3170.51,225.166,8.00049,90
3337,4,3170.43,-75,8.0005,89.9998
3337,5,3170.41,75,8.00049,90
3337,6,3040.51,-1.69889e-05,8.0005,90
3337,7,3170.52,0,8,90
3338,1,3301.31,-0.00263711,8.00042,89.9997
3338,2,3171.31,-225.167,8.0005,90
3338,3,3171.31,225.166,8.00049,90
3338,4,3171.23,-75,8.0005,89.9998
3338,5,3171.21,75,8.00049,90
3338,6,3041.31,-1.70954e-05,8.0005,90
3338,7,3171.32,0,8,90
3339,1,3302.11,-0.00263263,8.00042,89.9997
3339,2,3172.11,-225.167,8.0005,90
3339,3,3172.11,225.166,8.00049,90
3339,4,3172.03,-75,8.0005,89.9998
3339,5,3172.01,75,8.00049,90
3339,6,3042.11,-1.72019e-05,8.0005,90
3339,7,3172.12,0,8,90
3340,1,3302.91,-0.00262794,8.00042,89.9997
3340,2,3172.91,-225.167,8.0005,90
3340,3,3172.91,225.167,8.00049,90
3340,4,3172.83,-74.9999,8.0005,89.9998
3340,5,3172.81,75,8.00049,90
3340,6,3042.91,-1.73085e-05,8.0005,90
3340,7,3172.92,0,8,90
3341,1,3303.71,-0.00262304,8.00044,89.9996
3341,2,3173.71,-225.167,8.0005,90
3341,3,3173.71,225.167,8.00049,90
3341,4,3173.63,-74.9999,8.0005,89.9998
3341,5,3173.61,75,8.00049,90
3341,6,3043.71,-1.7415e-05,8.0005,90
3341,7,3173.72,0,8,90
3342,1,3304.51,-0.00261793,8.00044,89.9996
3342,2,3174.51,-225.167,8.0005,90
3342,3,3174.51,225.167,8.00049,90
3342,4,3174.43,-74.9999,8.0005,89.9998
3342,5,3174.41,75,8.00049,90
3342,6,3044.51,-1.75215e-05,8.0005,90
3342,7,3174.52,0,8,90
3343,1,3305.31,-0.0026126,8.00044,89.9996
3343,2,3175.31,-225.167,8.0005,90
3343,3,3175.31,225.167,8.00049,90
3343,4,3175.23,-74.9999,8.0005,89.9998
3343,5,3175.21,75,8.00049,90
3343,6,3045.31,-1.76281e-05,8.0005,90
3343,7,3175.32,0,8,90
3344,1,3306.11,-0.00260706,8.00044,89.9996
3344,2,3176.11,-225.167,8.0005,90
3344,3,3176.11,225.167,8.00049,90
3344,4,3176.03,-74.9999,8.0005,89.9998
3344,5,3176.01,75,8.00049,90
3344,6,3046.11,-1.77346e-05,8.0005,90
3344,7,3176.12,0,8,90
3345,1,3306.91,-0.00260131,8.00044,89.9996
3345,2,3176.91,-225.167,8.0005,90
3345,3,3176.91,225.167,8.00049,90
3345,4,3176.83,-74.9999,8.0005,89.9998
3345,5,3176.81,75,8.00049,90
3345,6,3046.91,-1.78411e-05,8.0005,90
3345,7,3176.92,0,8,90
3346,1,3307.71,-0.00259534,8.00044,89.9996
3346,2,3177.71,-225.167,8.0005,90
3346,3,3177.71,225.167,8.00049,90
3346,4,3177.63,-74.9999,8.0005,89.9998
3346,5,3177.61,75,8.00049,90
3346,6,3047.71,-1.79477e-05,8.0005,90
3346,7,3177.72,0,8,90
3347,1,3308.51,-0.00258917,8.00044,89.9996
3347,2,3178.51,-225.167,8.0005,90
3347,3,3178.51,225.167,8.00049,90
3347,4,3178.43,-74.9999,8.0005,89.9998
3347,5,3178.41,75,8.00049,90
3347,6,3048.51,-1.80542e-05,8.0005,90
3347,7,3178.52,0,8,90
3348,1,3309.31,-0.00258277,8.00044,89.9995
3348,2,3179.31,-225.167,8.0005,90
3348,3,3179.31,225.167,8.00049,90
3348,4,3179.23,-74.9999,8.0005,89.9999
3348,5,3179.21,75,8.00049,90
3348,6,3049.31,-1.81607e-05,8.0005,90
3348,7,3179.32,0,8,90
3349,1,3310.11,-0.00257617,8.00044,89.9995
3349,2,3180.11,-225.167,8.0005,90
3349,3,3180.11,225.167,8.00049,90
3349,4,3180.03,-74.9999,8.0005,89.9999
3349,5,3180.01,75,8.00049,90
3349,6,3050.11,-1.82673e-05,8.0005,90
3349,7,3180.12,0,8,90
3350,1,3310.91,-0.00256935,8.00044,89.9995
3350,2,3180.91,-225.167,8.0005,90
3350,3,3180.91,225.167,8.00049,90
3350,4,3180.83,-74.9999,8.0005,89.9999
3350,5,3180.81,75,8.00049,90
3350,6,3050.91,-1.83738e-05,8.0005,90
3350,7,3180.92,0,8,90
3351,1,3311.71,-0.00256232,8.00044,89.9995
3351,2,3181.71,-225.167,8.0005,90
3351,3,3181.71,225.167,8.00049,90
3351,4,3181.63,-74.9999,8.0005,89.9999
3351,5,3181.61,75,8.00049,90
3351,6,3051.71,-1.84803e-05,8.0005,90
3351,7,3181.72,0,8,90
3352,1,3312.51,-0.00255508,8.00044,89.9995
3352,2,3182.51,-225.167,8.0005,90
3352,3,3182.51,225.167,8.00049,90
3352,4,3182.43,-74.9999,8.0005,89.9999
3352,5,3182.41,75,8.00049,90
3352,6,3052.51,-1.85869e-05,8.0005,90
3352,7,3182.52,0,8,90
3353,1,3313.31,-0.00254762,8.00044,89.9995
3353,2,3183.31,-225.167,8.0005,90
3353,3,3183.31,225.167,8.00049,90
3353,4,3183.23,-74.9999,8.0005,89.9999
3353,5,3183.21,75,8.00049,90
3353,6,3053.31,-1.86934e-05,8.0005,90
3353,7,3183.32,0,8,90
3354,1,3314.11,-0.00253995,8.00044,89.9995
3354,2,3184.11,-225.167,8.0005,90
3354,3,3184.11,225.167,8.00049,90
3354,4,3184.03,-74.9999,8.0005,89.9999
3354,5,3184.01,75,8.00049,90
3354,6,3054.11,-1.87999e-05,8.0005,90
3354,7,3184.12,0,8,90
3355,1,3314.91,-0.00253206,8.00044,89.9994
3355,2,3184.91,-225.167,8.0005,90
3355,3,3184.91,225.167,8.00049,90
3355,4,3184.83,-74.9999,8.0005,89.9999
3355,5,3184.81,75,8.00049,90
3355,6,3054.91,-1.89065e-05,8.0005,90
3355,7,3184.92,0,8,90
3356,1,3315.71,-0.00252397,8.00044,89.9994
